VENDEDOR,CLIENTE,PRODUTO,QUANTIDADE,UNIDADE_MEDIDA_NF,PREÇO_NF,DATA_NF,CRP_AJUSTADO,VLR_PRECO_LISTA,VLR_CONTRIBUICAO
328,30712,73,1577,KGS,"6,643",11/22/2009,"4,15","8,87",  3.931 
318,23552,1284,525,KGS,"38,402",9/3/2009,"23,31","43,47",  7.921 
389,21891,1290,350,KGS,"31,889",3/2/2009,"19,84","36,51",  4.218 
377,33672,6,4383,KGS,"7,709",1/2/2009,"4,62","8,79",  13.539 
318,6461,411,1314,KGS,"33,748",5/7/2010,"20,14","43,29",  17.887 
318,25612,135,21038,KGS,"4,03",4/16/2009,"2,39","5,73",  34.539 
324,32853,969,1753,KGS,"10,478",6/21/2009,"6,37","15,84",  7.194 
389,1192,2,2324,KGS,"5,148",2/1/2010,"3,19","6,85",  4.557 
324,32853,969,1753,KGS,"10,439",7/23/2009,"6,35","15,79",  7.169 
324,8836,193,1753,KGS,"5,876",4/17/2010,"3,66","7,84",  3.876 
318,25640,1475,788,KGS,"19,487",9/2/2010,"11,92","23,41",  5.959 
389,2345,1210,175,KGS,"165,451",2/25/2010,"99,38","191,21",  11.563 
319,36224,1145,569,KGS,"15,028",7/18/2009,"9,47","16,06",  3.162 
319,36224,1145,569,KGS,"15,028",7/18/2009,"9,47","16,06",  3.162 
400,11022,76,482,KGS,"19,526",10/19/2009,"12,23","25,34",  3.517 
400,11022,76,482,KGS,"19,5",10/22/2009,"12,21","25,31",  3.512 
389,33904,411,3506,KGS,"30,095",5/9/2010,"17,80","34,26",  43.090 
437,16209,194,2629,KGS,"6,084",10/1/2010,"3,71","6,94",  6.230 
318,28656,975,1209,KGS,"7,514",2/9/2009,"4,71","9,14",  3.389 
399,27092,1290,175,KGS,"116,74",6/25/2009,"70,67","129,16",  8.063 
371,37551,479,438,KGS,"20,865",4/12/2010,"13,07","27,08",  3.414 
344,10182,123,4996,KGS,"6,63",11/19/2009,"3,97","8,54",  13.292 
401,24596,1488,701,KGS,"51,285",5/23/2009,"30,66","65,04",  14.458 
318,28656,975,1209,KGS,"7,566",2/3/2009,"4,74","9,21",  3.422 
318,28656,975,1209,KGS,"7,501",2/15/2009,"4,69","9,12",  3.394 
318,28656,975,1209,KGS,"7,501",2/15/2009,"4,69","9,12",  3.394 
328,30712,73,1402,KGS,"6,448",11/7/2009,"4,04","8,15",  3.383 
324,22042,101,1753,KGS,"5,733",9/3/2010,"3,57","7,62",  3.799 
400,37073,7,525,KGS,"6,201",4/10/2009,"4,29","7,78",  1.003 
335,25819,2,5259,KGS,"5,59",3/15/2009,"3,35","7,11",  11.771 
400,11022,76,438,KGS,"19,552",11/8/2009,"12,25","25,38",  3.196 
401,24596,1335,43,KGS,"240,136",11/30/2009,"148,91","286,51",  3.923 
318,31603,1475,745,KGS,"14,482",7/27/2009,"8,96","18,58",  4.114 
389,33904,1475,788,KGS,"12,935",5/14/2009,"8,02","15,53",  3.872 
431,20875,76,175,KGS,"22,269",8/14/2010,"14,96","26,11",  1.280 
318,7581,873,876,KGS,"10,296",5/28/2010,"6,42","11,97",  3.392 
389,23875,411,876,KGS,"33,345",10/9/2010,"19,98","40,57",  11.709 
401,900,7,219,KGS,"6,097",12/6/2009,"5,03","7,81",  233 
389,32962,1266,87,KGS,"26,91",4/11/2009,"19,44","35,75",  650 
389,33904,1475,964,KGS,"12,116",2/13/2009,"7,45","13,73",  4.495 
328,10739,1,1577,KGS,"5,083",1/14/2010,"3,19","6,64",  2.990 
389,22534,37,2497,KGS,"8,931",4/16/2009,"5,38","10,73",  8.873 
328,36983,1056,2892,KGS,"0,91",2/16/2009,"0,64","1,19",  774 
389,23875,411,876,KGS,"33,046",10/15/2010,"19,79","40,20",  11.613 
319,20875,76,350,KGS,"19,552",7/4/2009,"12,38","23,77",  2.511 
389,38570,1128,1659,LT,"5,356",9/18/2010,"3,34","7,11",  3.352 
371,28443,11,438,KGS,"20,553",9/17/2009,"12,79","28,07",  3.400 
371,7932,1335,87,KGS,"278,044",11/27/2009,"167,05","321,42",  9.656 
371,23715,1486,1753,KGS,"4,173",11/5/2009,"2,63","5,61",  2.710 
371,6210,76,525,KGS,"17,602",3/5/2010,"10,93","22,65",  3.504 
401,24596,411,745,KGS,"30,875",12/3/2009,"18,56","35,71",  9.173 
324,22555,132,1051,KGS,"4,55",4/15/2010,"2,96","5,99",  1.675 
328,7011,16,8766,KGS,"3,653",5/9/2009,"2,18","4,39",  12.892 
389,33904,1475,1753,KGS,"13,143",7/19/2009,"7,90","16,34",  9.195 
389,33904,1475,1753,KGS,"14,417",9/23/2010,"8,65","17,93",  10.115 
377,6969,60,1902,KGS,"6,279",2/13/2009,"3,85","8,17",  4.628 
431,37393,1438,315,KGS,"20,072",9/10/2010,"12,72","23,25",  2.315 
324,35776,873,2629,KGS,"8,788",4/11/2009,"5,28","11,25",  9.226 
319,36224,1145,438,KGS,"15,015",7/16/2009,"9,46","16,04",  2.432 
319,21072,14,2638,KGS,"2,834",1/13/2009,"1,77","4,02",  2.805 
401,25155,1475,306,KGS,"13,65",5/14/2010,"8,91","17,45",  1.450 
318,4428,1365,3331,KGS,"17,069",8/26/2010,"10,12","28,46",  23.143 
371,27710,76,350,KGS,"23,244",9/19/2010,"14,44","27,73",  3.083 
401,24596,37,806,KGS,"8,047",12/17/2009,"5,06","10,50",  2.404 
371,30340,1146,876,KGS,"5,824",1/10/2009,"3,73","6,75",  1.834 
389,25584,184,701,KGS,"10,413",11/23/2009,"6,51","13,47",  2.739 
319,22504,76,262,KGS,"22,373",5/14/2009,"14,17","29,04",  2.148 
401,24596,1335,43,KGS,"203,775",4/23/2009,"125,98","239,08",  3.345 
389,33904,411,2629,KGS,"30,056",4/29/2010,"17,78","34,21",  32.274 
318,25640,1475,394,KGS,"17,004",6/6/2010,"10,66","22,09",  2.498 
324,31118,132,1753,KGS,"4,901",4/2/2010,"3,03","6,46",  3.279 
324,15757,75,1753,KGS,"2,314",1/25/2009,"1,51","2,72",  1.415 
319,31074,1486,3506,KGS,"4,342",10/22/2009,"2,63","5,45",  6.013 
318,35229,7,350,KGS,"7,371",10/11/2009,"5,06","8,51",  807 
318,12592,1172,131,KGS,"56,719",8/10/2009,"35,30","64,52",  2.806 
344,25181,80,701,KGS,"7,969",2/2/2009,"5,05","10,34",  2.047 
344,24812,234,1893,KGS,"11,323",5/14/2010,"6,79","14,63",  8.573 
324,37370,6,876,KGS,"6,344",2/14/2010,"4,02","9,98",  2.037 
371,22406,192,438,KGS,"12,896",8/7/2010,"8,14","15,19",  2.081 
344,25181,80,701,KGS,"7,878",2/15/2009,"4,98","10,22",  2.030 
425,22661,1347,350,KGS,"9,204",8/16/2010,"6,11","11,18",  1.083 
371,7932,1290,262,KGS,"38,025",10/9/2009,"23,28","48,22",  3.863 
324,30566,4,876,KGS,"7,124",4/17/2009,"4,46","9,14",  2.331 
389,2345,1044,876,KGS,"33,254",5/23/2009,"19,83","37,22",  11.759 
324,15757,16,3506,KGS,"3,12",1/12/2009,"1,90","4,13",  4.269 
324,29220,6,1402,KGS,"7,345",12/26/2009,"4,49","8,61",  4.005 
401,23527,1055,525,KGS,"40,56",7/22/2010,"24,30","46,75",  8.535 
319,9124,4,350,KGS,"8,06",10/15/2009,"5,40","12,21",  930 
324,22555,1495,7012,KGS,"2,366",10/26/2009,"1,42","2,60",  6.600 
324,22555,1495,7012,KGS,"2,366",11/9/2009,"1,42","2,60",  6.600 
401,900,7,219,KGS,"5,954",11/21/2009,"4,55","7,65",  307 
401,900,7,219,KGS,"5,928",11/19/2009,"4,52","7,61",  308 
319,37584,7,175,KGS,"5,2455",8/14/2009,"4,37","7,35",  153 
371,12801,194,1753,KGS,"5,746",10/25/2009,"3,51","9,35",  3.923 
371,12801,194,1753,KGS,"5,746",10/26/2009,"3,51","9,35",  3.923 
324,29220,6,1402,KGS,"7,358",12/20/2009,"4,49","8,62",  4.023 
318,28656,975,2016,KGS,"10,27",7/12/2009,"6,15","12,48",  8.302 
318,28656,975,2016,KGS,"10,27",7/12/2009,"6,15","12,48",  8.302 
319,26552,76,219,KGS,"19,929",6/25/2009,"12,74","24,47",  1.574 
389,22534,779,4291,KGS,"4,056",5/29/2009,"2,44","5,46",  6.944 
371,30340,1146,876,KGS,"5,564",2/1/2009,"3,52","6,68",  1.786 
335,26886,235,350,KGS,"14,404",7/11/2009,"9,10","20,56",  1.856 
318,25640,1475,482,KGS,"19,344",9/5/2010,"11,83","23,22",  3.620 
324,8836,193,2629,KGS,"7,111",8/26/2010,"4,27","9,35",  7.480 
431,26552,76,219,KGS,"22,022",6/14/2010,"13,91","25,43",  1.777 
324,22555,1495,6311,KGS,"2,366",12/3/2009,"1,42","2,60",  5.941 
324,30180,1508,1051,KGS,"4,368",8/22/2010,"2,77","6,16",  1.683 
319,3236,101,2103,KGS,"5,629",4/24/2009,"3,41","6,99",  4.668 
318,9969,90,12097,KGS,"2,197",1/16/2009,"1,31","3,29",  10.737 
324,22042,101,1753,KGS,"5,681",8/7/2010,"3,46","7,39",  3.895 
318,28656,975,2016,KGS,"10,062",7/3/2009,"6,02","12,23",  8.149 
389,1192,4,525,KGS,"6,097",8/28/2009,"3,97","7,28",  1.117 
431,35892,1347,350,KGS,"7,384",9/24/2010,"4,92","8,99",  864 
389,2345,1290,175,KGS,"26,728",4/4/2009,"16,87","30,67",  1.726 
377,7797,975,1209,KGS,"8,021",1/19/2009,"4,88","10,00",  3.793 
389,18877,1145,175,KGS,"13,208",6/11/2009,"8,91","15,56",  752 
328,24534,1347,350,KGS,"7,449",9/26/2010,"4,95","9,05",  875 
371,6210,1438,315,KGS,"16,666",6/21/2010,"10,43","20,05",  1.963 
401,24596,1128,1665,LT,"6,448",5/29/2009,"3,91","8,71",  4.223 
328,24534,1347,350,KGS,"7,384",9/25/2010,"4,91","8,98",  867 
318,16230,1475,350,KGS,"13,533",4/18/2010,"8,52","17,23",  1.753 
400,36674,1486,1753,KGS,"3,939",8/20/2009,"2,43","4,66",  2.646 
335,23896,975,2016,KGS,"7,254",2/14/2009,"4,36","8,79",  5.825 
318,4428,1145,438,KGS,"10,66",2/16/2009,"6,72","13,74",  1.726 
377,32997,7,262,KGS,"5,824",2/7/2009,"4,18","7,24",  432 
413,27211,6,3506,KGS,"7,592",10/17/2009,"4,52","9,18",  10.766 
399,19290,1145,1183,KGS,"11,973",2/6/2009,"7,21","14,77",  5.640 
389,29085,1509,1402,KGS,"3,939",5/21/2009,"2,45","4,92",  2.082 
422,27092,1044,262,KGS,"36,881",1/21/2010,"22,42","46,45",  3.788 
318,8013,411,5259,KGS,"36,465",6/20/2010,"21,49","49,11",  78.775 
371,23715,7,131,KGS,"6,513",2/13/2010,"5,25","8,15",  165 
324,30691,73,876,KGS,"5,239",5/13/2010,"3,29","7,04",  1.704 
318,4428,1145,262,KGS,"13,065",4/30/2009,"8,39","15,14",  1.224 
324,36052,873,2629,KGS,"10,465",2/6/2010,"6,23","13,38",  11.145 
318,25612,1055,131,KGS,"34,762",5/2/2010,"21,84","42,86",  1.693 
400,21244,76,43,KGS,"16,939",3/29/2009,"14,17","27,56",  119 
318,25640,292,525,KGS,"14,482",2/28/2009,"8,86","19,12",  2.951 
324,15757,16,3506,KGS,"4,043",7/22/2010,"2,43","5,35",  5.657 
371,1575,184,438,KGS,"9,217",3/26/2010,"5,83","12,07",  1.483 
371,1575,184,438,KGS,"9,217",4/23/2010,"5,83","12,07",  1.483 
389,25584,1172,438,KGS,"40,131",2/23/2009,"24,01","45,83",  7.059 
401,28406,1128,701,LT,"6,721",12/4/2009,"4,21","9,51",  1.761 
401,24580,292,438,KGS,"12,779",1/13/2009,"7,92","13,90",  2.127 
335,19341,15,1402,KGS,"8,619",6/4/2009,"5,20","11,40",  4.798 
371,1575,184,438,KGS,"9,087",3/19/2010,"5,75","11,90",  1.462 
371,1575,184,438,KGS,"9,243",4/2/2010,"5,84","12,08",  1.491 
371,12801,194,1753,KGS,"7,111",9/25/2009,"4,28","9,15",  4.959 
318,25640,1475,394,KGS,"18,668",8/13/2010,"11,42","23,67",  2.855 
324,13391,132,876,KGS,"4,745",7/25/2009,"2,99","6,05",  1.538 
371,1575,184,438,KGS,"8,944",3/12/2010,"5,66","11,71",  1.439 
371,1575,184,438,KGS,"9,113",4/9/2010,"5,76","11,93",  1.470 
371,1575,184,438,KGS,"9,074",3/5/2010,"5,73","11,87",  1.464 
371,1575,184,438,KGS,"9,061",4/16/2010,"5,72","11,85",  1.462 
371,27710,76,175,KGS,"23,686",8/2/2010,"14,91","27,28",  1.535 
371,1575,184,438,KGS,"9,009",2/26/2010,"5,69","11,78",  1.453 
344,13502,35,876,KGS,"7,774",5/30/2009,"4,77","9,25",  2.633 
318,25640,1475,1139,KGS,"15,145",8/2/2009,"9,06","18,76",  6.932 
401,23527,1335,613,KGS,"248,755",12/11/2009,"146,60","315,26",  62.618 
431,31368,1597,394,KGS,"28,301",8/13/2010,"17,08","32,88",  4.421 
318,4428,1145,262,KGS,"14,3",6/19/2009,"9,06","15,82",  1.373 
431,24427,76,175,KGS,"22,087",6/11/2010,"13,96","25,53",  1.422 
318,4428,1145,262,KGS,"14,014",7/23/2009,"8,88","15,52",  1.346 
326,13421,193,1753,KGS,"6,461",10/21/2010,"3,90","8,79",  4.498 
318,20293,1173,43,KGS,"85,566",7/20/2009,"54,18","99,03",  1.350 
389,2378,24,1753,KGS,"17,914",5/17/2009,"10,63","24,37",  12.766 
389,1192,509,219,KGS,"84,292",4/26/2010,"50,33","102,23",  7.437 
324,6533,35,1753,KGS,"8,073",1/11/2010,"4,84","10,64",  5.663 
389,1192,509,219,KGS,"83,863",5/2/2010,"50,08","101,70",  7.399 
324,17690,149,1577,KGS,"3,926",10/22/2009,"2,41","4,43",  2.386 
319,20875,11,175,KGS,"20,254",8/15/2009,"12,83","24,64",  1.299 
389,23875,411,876,KGS,"30,693",4/15/2010,"18,23","35,09",  10.915 
401,25575,75,1051,KGS,"2,366",1/12/2009,"1,54","2,79",  868 
324,18295,873,1753,KGS,"11,596",7/25/2010,"6,91","13,56",  8.216 
324,37370,6,876,KGS,"6,578",1/17/2010,"4,04","7,76",  2.220 
371,24264,254,1884,KGS,"8,151",10/17/2009,"4,88","11,14",  6.171 
431,31368,1597,350,KGS,"28,08",7/16/2010,"16,95","33,28",  3.896 
319,20875,11,175,KGS,"20,254",8/22/2009,"12,77","24,54",  1.309 
328,34041,16,5259,KGS,"3,536",5/28/2009,"2,11","4,49",  7.509 
318,9969,975,2016,KGS,"10,348",1/17/2010,"6,16","11,85",  8.443 
318,9969,975,2016,KGS,"10,348",1/22/2010,"6,16","12,51",  8.443 
324,37370,6,876,KGS,"6,604",1/23/2010,"4,05","7,78",  2.236 
324,37370,6,876,KGS,"6,591",1/21/2010,"4,04","7,76",  2.232 
319,33616,11,87,KGS,"21,619",7/26/2009,"14,39","26,31",  629 
324,37370,6,876,KGS,"6,565",1/11/2010,"4,03","7,74",  2.223 
328,7011,123,1665,KGS,"6,825",6/13/2010,"4,10","9,25",  4.535 
319,33616,11,87,KGS,"21,437",7/23/2009,"14,26","26,08",  624 
431,26552,76,219,KGS,"24,453",8/29/2010,"15,04","29,52",  2.062 
319,37393,7,306,KGS,"8,255",2/4/2010,"5,32","8,25",  898 
389,1192,1509,701,KGS,"7,371",3/1/2010,"4,54","9,40",  1.986 
344,13061,35,701,KGS,"7,891",6/1/2009,"4,84","9,38",  2.137 
399,35885,873,175,KGS,"7,345",5/4/2009,"5,12","11,47",  389 
318,9969,975,2016,KGS,"10,075",2/1/2010,"6,00","12,88",  8.225 
319,26274,873,876,KGS,"10,764",6/15/2009,"6,49","14,21",  3.745 
389,29085,1509,1051,KGS,"3,978",10/29/2009,"2,47","4,75",  1.584 
335,29853,1508,1051,KGS,"4,316",6/27/2009,"2,67","5,69",  1.732 
371,16075,73,525,KGS,"5,967",8/28/2009,"3,76","8,02",  1.157 
324,29220,6,1402,KGS,"7,007",11/7/2009,"4,22","9,24",  3.912 
328,34041,16,3462,KGS,"3,211",4/12/2009,"1,93","3,75",  4.445 
318,26292,1284,219,KGS,"32,682",4/13/2009,"19,82","42,99",  2.816 
328,36280,224,876,KGS,"11,479",8/17/2009,"6,90","15,13",  4.010 
400,11022,76,175,KGS,"19,539",11/1/2009,"12,24","26,11",  1.278 
324,29220,6,1402,KGS,"7,098",11/14/2009,"4,27","8,84",  3.971 
324,22555,132,701,KGS,"4,719",8/13/2009,"2,96","6,68",  1.236 
389,18877,1209,525,KGS,"44,811",4/10/2009,"26,60","56,67",  9.561 
324,15757,16,3506,KGS,"3,523",5/16/2009,"2,11","4,30",  4.960 
326,11516,76,131,KGS,"21,84",6/27/2009,"13,80","26,51",  1.053 
335,18218,1347,350,KGS,"8,229",7/24/2009,"5,20","11,08",  1.061 
389,2011,254,7538,KGS,"7,28",2/25/2010,"4,30","9,84",  22.472 
326,3783,4,1753,KGS,"6,474",2/14/2009,"3,88","7,52",  4.549 
328,36280,224,876,KGS,"11,635",8/3/2009,"6,98","15,33",  4.075 
324,19274,4,525,KGS,"6,227",2/6/2009,"3,90","7,56",  1.224 
326,11516,1128,1971,LT,"6,097",5/9/2009,"3,65","7,92",  4.827 
318,4428,1145,175,KGS,"12,948",4/19/2009,"8,31","15,02",  812 
328,28188,133,1753,KGS,"5,148",6/1/2009,"3,10","6,19",  3.596 
428,30874,1486,1753,KGS,"4,42",5/27/2010,"2,67","5,41",  3.071 
389,1192,1509,701,KGS,"7,384",2/8/2010,"4,51","8,85",  2.013 
344,2268,36,876,KGS,"9,698",10/14/2010,"5,84","12,10",  3.381 
371,27710,76,131,KGS,"19,89",4/16/2009,"12,59","24,48",  956 
328,7011,123,1332,KGS,"7,202",7/5/2010,"4,32","8,74",  3.834 
371,29962,235,876,KGS,"15,847",10/24/2009,"9,45","23,51",  5.600 
318,7581,7,131,KGS,"7,878",1/14/2010,"5,52","8,55",  309 
324,36052,873,1753,KGS,"9,282",5/3/2009,"5,53","11,94",  6.584 
377,7797,975,1209,KGS,"8,294",3/28/2009,"4,97","10,18",  4.014 
389,29085,1508,1051,KGS,"4,238",5/22/2010,"2,60","5,01",  1.719 
324,22042,35,1753,KGS,"6,539",10/17/2009,"3,91","8,58",  4.606 
437,21485,194,438,KGS,"5,941",9/27/2010,"3,76","7,59",  957 
318,31603,1475,1402,KGS,"16,354",10/17/2009,"9,70","19,03",  9.327 
319,31074,1486,1753,KGS,"4,342",9/26/2009,"2,62","5,59",  3.021 
324,22042,35,1753,KGS,"6,526",10/1/2009,"3,90","9,09",  4.597 
324,20121,1158,1753,KGS,"10,166",4/26/2009,"6,04","11,73",  7.225 
319,37393,4,350,KGS,"7,15",9/6/2009,"4,53","8,71",  917 
371,11368,192,438,KGS,"14,066",9/16/2010,"8,53","17,67",  2.424 
319,31345,73,394,KGS,"6,318",8/22/2009,"4,00","8,55",  912 
335,30227,7,175,KGS,"5,824",1/19/2009,"4,07","7,04",  307 
319,36224,1145,175,KGS,"15,236",6/19/2009,"9,60","16,77",  986 
319,33087,76,131,KGS,"19,526",4/3/2009,"12,34","24,20",  942 
319,36224,1145,175,KGS,"15,028",7/18/2009,"9,47","16,55",  973 
319,36224,1145,175,KGS,"15,028",7/18/2009,"9,47","16,55",  973 
344,24455,75,876,KGS,"2,782",3/21/2009,"1,76","3,19",  893 
319,3236,73,438,KGS,"5,356",3/20/2009,"3,40","7,19",  856 
328,10739,1,1577,KGS,"4,979",9/3/2009,"3,00","6,23",  3.125 
328,10739,1,1577,KGS,"4,979",9/12/2009,"3,00","6,23",  3.125 
328,10739,1,1577,KGS,"4,979",10/3/2009,"3,00","6,23",  3.125 
328,34041,16,5259,KGS,"3,913",12/18/2009,"2,32","5,65",  8.365 
425,32535,90,1832,KGS,"2,392",4/10/2010,"1,47","3,59",  1.697 
324,35776,873,1753,KGS,"9,36",5/14/2009,"5,57","12,10",  6.649 
344,18989,1056,2279,KGS,"1,027",1/17/2009,"0,65","1,19",  858 
319,37094,4,350,KGS,"6,474",4/4/2009,"4,11","8,69",  828 
324,15757,16,3506,KGS,"3,029",3/2/2009,"1,81","3,52",  4.268 
397,26696,1145,175,KGS,"15,067",7/16/2009,"9,46","16,53",  981 
397,26696,1145,175,KGS,"15,067",7/16/2009,"9,46","16,53",  981 
430,34090,1347,350,KGS,"9,854",9/6/2010,"6,09","11,14",  1.316 
318,35229,1509,701,KGS,"4,186",4/19/2009,"2,61","5,21",  1.104 
318,12592,1172,131,KGS,"62,413",10/11/2009,"37,50","72,14",  3.263 
324,15757,223,7012,KGS,"3,965",10/1/2009,"2,35","5,03",  11.345 
328,34041,16,3506,KGS,"3,198",3/26/2009,"1,91","3,72",  4.514 
319,26552,76,131,KGS,"19,929",7/30/2009,"12,51","22,87",  972 
401,23527,1173,175,KGS,"80,613",10/3/2009,"48,00","116,99",  5.707 
389,23875,411,876,KGS,"37,518",8/23/2010,"22,19","45,06",  13.431 
328,7011,16,3506,KGS,"3,549",4/26/2009,"2,12","4,35",  5.022 
399,27092,1044,175,KGS,"36,569",10/3/2009,"22,09","41,17",  2.534 
319,35440,1486,1753,KGS,"4,355",9/19/2009,"2,62","5,31",  3.044 
318,35229,7,87,KGS,"7,488",1/18/2010,"5,55","8,61",  169 
389,23875,411,876,KGS,"34,853",8/13/2010,"20,61","41,87",  12.474 
426,31368,1598,87,KGS,"29,627",3/19/2010,"18,53","38,38",  965 
389,34398,184,876,KGS,"15,34",9/11/2010,"9,13","20,02",  5.437 
318,12098,37,1612,KGS,"7,865",3/1/2009,"4,69","9,60",  5.125 
389,28452,1092,87,KGS,"38,441",1/31/2009,"23,71","43,72",  1.282 
426,31368,1598,87,KGS,"29,679",4/9/2010,"18,55","38,44",  968 
318,25612,1172,350,KGS,"52,897",6/22/2009,"31,38","63,74",  7.529 
413,35328,1347,701,KGS,"8,593",7/18/2009,"5,19","10,75",  2.387 
319,20875,194,175,KGS,"6,149",7/4/2009,"4,15","7,61",  350 
318,25640,292,701,KGS,"15,132",1/16/2009,"9,03","15,80",  4.275 
318,17374,37,806,KGS,"9,646",12/3/2009,"5,79","11,37",  3.108 
318,12098,37,1612,KGS,"8,008",1/27/2009,"4,77","9,77",  5.223 
324,22042,35,1753,KGS,"6,799",5/7/2009,"4,05","8,78",  4.816 
324,19274,4,438,KGS,"7,358",7/6/2009,"4,54","8,29",  1.235 
328,34489,37,227,KGS,"9,282",2/15/2010,"5,86","11,27",  776 
371,37551,479,569,KGS,"23,192",12/7/2009,"13,80","28,59",  5.343 
328,8904,16,876,KGS,"3,328",3/21/2009,"2,06","4,12",  1.112 
389,23875,411,788,KGS,"36,153",8/19/2010,"21,38","43,41",  11.642 
318,25640,292,701,KGS,"14,976",1/23/2009,"8,94","15,64",  4.235 
335,30227,509,87,KGS,"77,818",3/29/2009,"46,78","105,91",  2.701 
413,23000,235,876,KGS,"20,033",10/8/2009,"11,88","27,14",  7.139 
318,8013,411,5259,KGS,"38,402",8/1/2010,"22,61","48,61",  83.072 
318,25640,292,613,KGS,"15,834",1/3/2009,"9,45","16,53",  3.911 
328,8463,75,788,KGS,"2,769",1/12/2009,"1,74","3,15",  813 
318,7581,254,1130,KGS,"8,216",10/29/2009,"4,91","11,44",  3.738 
324,22042,101,1753,KGS,"5,421",1/7/2010,"3,24","7,31",  3.829 
371,37551,192,175,KGS,"13,975",8/1/2010,"8,70","16,70",  924 
328,34041,16,7012,KGS,"3,9",12/10/2009,"2,31","5,63",  11.178 
319,31368,37,403,KGS,"9,36",12/13/2009,"5,71","11,83",  1.472 
319,31345,1146,876,KGS,"6,188",10/26/2009,"3,73","7,52",  2.153 
389,32036,411,219,KGS,"33,267",3/19/2010,"19,92","39,10",  2.923 
326,11586,133,482,KGS,"4,628",1/4/2009,"2,88","6,08",  841 
389,2345,1509,701,KGS,"4,069",4/20/2009,"2,50","4,95",  1.097 
371,23633,76,43,KGS,"25,753",6/25/2010,"16,94","30,97",  379 
319,28331,7,306,KGS,"7,137",2/16/2009,"4,45","7,69",  823 
177,35885,399,43,KGS,"5,083",11/29/2009,"4,74","12,16",  15 
318,17441,1136,403,KGS,"9,542",6/18/2009,"5,80","12,70",  1.509 
319,31345,1146,876,KGS,"6,214",10/17/2009,"3,74","7,56",  2.168 
319,31345,1146,876,KGS,"6,188",10/8/2009,"3,72","7,52",  2.160 
318,8602,4,175,KGS,"9,074",11/9/2009,"5,75","12,98",  582 
324,20121,1158,1051,KGS,"10,79",5/30/2009,"6,42","12,43",  4.598 
371,27710,11,43,KGS,"20,358",7/24/2009,"13,59","24,85",  291 
319,22504,194,131,KGS,"5,863",3/8/2009,"3,98","7,98",  247 
328,28188,133,1753,KGS,"5,239",6/25/2009,"3,12","6,65",  3.713 
328,14820,133,1753,KGS,"5,239",6/25/2009,"3,12","6,65",  3.713 
389,2345,1186,350,KGS,"90,428",1/4/2010,"53,39","130,12",  12.964 
431,38212,76,43,KGS,"22,529",8/1/2010,"14,85","27,16",  330 
371,23334,203,105,KGS,"18,2",10/8/2010,"11,34","25,61",  720 
389,1192,509,87,KGS,"84,578",4/2/2010,"50,51","108,59",  2.964 
318,9969,7,175,KGS,"6,994",2/7/2009,"4,49","7,78",  439 
389,2345,29,131,KGS,"9,607",9/12/2009,"6,14","11,23",  454 
324,34057,80,4383,KGS,"7,423",2/9/2009,"4,38","8,82",  13.332 
318,35229,7,87,KGS,"7,449",11/16/2009,"5,12","8,61",  202 
377,32210,1509,1753,KGS,"3,718",3/6/2009,"2,22","4,43",  2.620 
324,35240,123,666,KGS,"7,215",7/4/2010,"4,34","8,77",  1.915 
389,2345,29,131,KGS,"9,633",9/11/2009,"6,15","11,25",  456 
326,3783,4,876,KGS,"6,695",3/12/2009,"4,01","7,79",  2.352 
389,2345,7,131,KGS,"7,332",8/30/2009,"4,79","8,07",  333 
326,3783,4,876,KGS,"6,448",2/27/2009,"3,86","7,49",  2.265 
335,30426,1509,701,KGS,"7,735",10/30/2009,"4,64","10,17",  2.172 
371,30340,1146,701,KGS,"7,189",8/29/2010,"4,32","8,28",  2.014 
377,35328,1347,701,KGS,"8,099",4/26/2009,"4,85","9,42",  2.277 
389,25584,1172,43,KGS,"39,962",1/25/2009,"24,90","45,10",  648 
324,35776,873,1753,KGS,"9,49",5/29/2009,"5,62","12,20",  6.790 
389,2025,411,3506,KGS,"32,955",8/14/2009,"19,40","37,32",  47.516 
377,31612,1347,701,KGS,"8,06",4/23/2009,"4,83","9,38",  2.267 
324,32157,35,262,KGS,"7,371",6/15/2009,"4,56","9,22",  736 
328,24807,4,350,KGS,"8,099",9/26/2009,"4,93","11,15",  1.108 
344,10182,123,4996,KGS,"7,358",7/10/2010,"4,34","8,35",  15.078 
324,36925,69,350,KGS,"5,304",2/2/2009,"3,29","5,96",  706 
401,24596,1290,43,KGS,"29,51",2/23/2009,"18,69","34,38",  465 
389,2345,1290,350,KGS,"36,842",9/20/2010,"21,83","47,88",  5.254 
326,3783,4,876,KGS,"6,5",3/5/2009,"3,89","7,56",  2.289 
326,11516,1128,788,LT,"6,279",5/16/2009,"3,76","8,41",  1.982 
426,31368,1597,219,KGS,"24,791",4/9/2010,"14,83","32,52",  2.181 
401,24596,1128,999,LT,"6,643",6/4/2009,"3,96","8,97",  2.679 
318,7581,7,131,KGS,"7,865",9/18/2009,"5,03","8,45",  371 
328,23902,35,525,KGS,"6,409",1/30/2009,"3,87","7,94",  1.333 
426,31368,1597,219,KGS,"24,752",3/19/2010,"14,80","32,46",  2.180 
371,23633,76,43,KGS,"26,91",7/8/2010,"17,04","32,72",  424 
319,37584,4,175,KGS,"6,18969",8/14/2009,"3,94","7,92",  394 
